a (Top Surface Length),h (Height),e,phase
6.0,14.2,2.25,-420.4619400632409
4.4,14.0,1.24,-351.1945993342415
4.3,13.8,2.53,-414.1608144184731
7.7,13.8,2.53,-434.4478851381368
10.6,13.8,2.53,-457.0478668594467
7.8,14.0,1.24,-358.1099991916739
10.7,14.0,1.24,-363.9337515662622
13.6,14.0,1.24,-370.70312481175023
9.4,14.2,2.25,-440.5408520431892
13.5,13.8,2.53,-500.9732129221501
12.3,14.2,2.25,-465.8044804372032
3.5,14.1,1.24,-352.4187393375519
2.2,14.3,2.25,-405.30672717751304
2.1,14.1,2.72,-419.44491683861696
6.9,14.1,1.24,-359.20455566543166
9.8,14.1,1.24,-363.930622013483
12.7,14.1,1.24,-370.489512414357
3.4,13.9,2.53,-411.9944036490773
2.6,14.2,1.24,-353.5708710154915
6.8,13.9,2.53,-431.98165003291797
9.7,13.9,2.53,-453.6480567157857
5.0,14.1,2.72,-435.4456712094115
5.1,14.3,2.25,-419.1742526713474
8.4,14.1,2.72,-460.2109845748679
11.3,14.1,2.72,-491.4334351371901
4.1,14.2,2.72,-433.44515106016485
5.5,14.2,1.24,-358.79754391701124
8.5,14.3,2.25,-438.7007181705248
7.5,14.2,2.72,-456.0645955618811
8.9,14.2,1.24,-365.13323234848355
11.8,14.2,1.24,-370.53511136266616
10.4,14.2,2.72,-485.09563077093543
12.6,13.9,2.53,-483.69592181080134
13.3,14.2,2.72,-544.6103124289974
11.4,14.3,2.25,-462.04538233357005
4.6,14.3,1.24,-359.6496625525817
8.0,14.3,1.24,-365.50100273260995
2.5,14.0,2.53,-410.1989123398412
5.4,14.0,2.53,-426.0429883856969
8.8,14.0,2.53,-448.55269558990534
4.2,14.4,2.25,-417.46144731524726
11.7,14.0,2.53,-478.2126697608315
4.5,14.1,2.53,-423.8877140499921
7.9,14.1,2.53,-445.7582884672622
10.8,14.1,2.53,-469.9458569860693
7.1,14.4,2.25,-433.2660039306662
10.9,14.3,1.24,-371.1632738078976
13.7,14.1,2.53,-518.123841499513
3.2,14.3,2.72,-431.145577478562
3.6,14.2,2.53,-421.9662506859093
6.1,14.3,2.72,-448.47947934622715
9.5,14.3,2.72,-477.6660670263618
6.5,14.2,2.53,-439.21978623149585
12.4,14.3,2.72,-520.3524105365263
7.0,14.2,2.53,-442.229984125736
2.3,14.4,2.72,-428.9101933977187
13.8,14.3,1.24,-378.26631612772354
7.6,14.4,2.25,-436.29389466734585
9.9,14.2,2.53,-465.7760959449194
3.7,14.4,1.24,-360.3088867324945
10.5,14.4,2.25,-456.31286858448817
5.2,14.4,2.72,-445.6719408323309
12.8,14.2,2.53,-499.9794171003243
8.6,14.4,2.72,-472.59399752966283
13.4,14.4,2.25,-493.3172481511808
11.5,14.4,2.72,-508.02661059446575
4.3,14.5,2.72,-443.2213042233802
6.6,14.4,1.24,-365.3745647494688
7.2,14.5,2.72,-463.79595794728516
3.3,14.5,2.25,-415.82828795242625
2.7,14.3,2.53,-419.8732007341613
10.6,14.5,2.72,-500.4468908490711
10.0,14.4,1.24,-372.2602479811295
5.6,14.3,2.53,-435.9548666596075
9.0,14.3,2.53,-460.16648230473527
11.9,14.3,2.53,-493.45165479724454
12.9,14.4,1.24,-379.5658243057549
4.7,14.4,2.53,-433.5571706472755
2.8,14.5,1.24,-361.42013968720727
8.1,14.4,2.53,-456.4758283909013
11.0,14.4,2.53,-483.57682527472747
13.9,14.4,2.53,-536.1478455071756
5.7,14.5,1.24,-366.0861741279027
3.8,14.5,2.53,-431.59217449025607
9.1,14.5,1.24,-372.40180918254487
13.5,14.5,2.72,-564.3887307164338
6.2,14.5,2.25,-431.2823263945282
6.7,14.5,2.53,-449.4292992865878
10.1,14.5,2.53,-478.46444743457016
3.4,14.6,2.72,-440.8701231503214
12.0,14.5,1.24,-378.7282506607475
6.3,14.6,2.72,-459.2318341652549
13.0,14.5,2.53,-516.9825238679102
9.6,14.5,2.25,-453.2195033439506
9.7,14.6,2.72,-491.66779868167055
12.6,14.6,2.72,-539.5921602604327
2.9,14.6,2.53,-429.81385245363333
12.5,14.5,2.25,-478.96947029985034
5.8,14.6,2.53,-445.9732279322232
9.2,14.6,2.53,-471.95306406706055
2.4,14.6,2.25,-414.5451878620969
12.1,14.6,2.53,-508.84890273632925
5.3,14.6,2.25,-428.6757380515166
8.7,14.6,2.25,-449.20168885180516
4.8,14.6,1.24,-367.69273621331564
11.6,14.6,2.25,-474.826065841649
2.0,14.7,2.53,-428.0879237407682
2.5,14.7,2.72,-438.639616603091
4.9,14.7,2.53,-443.49342589657135
5.4,14.7,2.72,-456.1480138183492
7.7,14.6,1.24,-372.3894957890004
8.2,14.6,1.24,-373.6783434866267
7.8,14.7,2.53,-463.4470385209838
11.2,14.7,2.53,-498.7030044053838
4.4,14.7,2.25,-426.9597966315979
11.1,14.6,1.24,-379.5259955412592
7.3,14.7,2.25,-443.25312158620596
4.0,14.8,2.53,-441.4493901309579
10.7,14.7,2.25,-468.26049179272206
13.6,14.7,2.25,-508.4068818399468
8.3,14.7,2.72,-480.850814473745
14.0,14.6,1.24,-385.7496216186027
8.8,14.7,2.72,-485.752406955752
11.7,14.7,2.72,-529.6636247526739
3.5,14.8,2.25,-425.1559588956207
3.9,14.7,1.24,-367.87624402228874
4.5,14.8,2.72,-453.4067325820221
7.4,14.8,2.72,-475.4533169221017
6.9,14.8,2.53,-460.1258848446509
6.8,14.7,1.24,-373.84269819960724
10.2,14.7,1.24,-379.49296774370794
10.8,14.8,2.72,-517.0978032350304
10.3,14.8,2.53,-492.2016420578142
13.1,14.7,1.24,-387.13428756960514
3.0,14.8,1.24,-369.25049109465135
13.2,14.8,2.53,-550.0909326508188
5.9,14.8,1.24,-373.92831879633684
13.7,14.8,2.72,-584.0437064125234
3.6,14.9,2.72,-450.89617086899295
6.4,14.8,2.25,-441.08755124328263
9.3,14.8,1.24,-380.7180127833958
9.8,14.8,2.25,-464.74099648039066
12.2,14.8,1.24,-386.4020382579695
2.1,14.9,1.24,-370.364419207486
12.7,14.8,2.25,-493.6539157414899
6.5,14.9,2.72,-471.33000011252255
9.9,14.9,2.72,-509.1597714728654
2.6,14.9,2.25,-423.7448872929318
12.8,14.9,2.72,-558.1946987332973
5.5,14.9,2.25,-439.1057654211108
2.7,15.0,2.72,-448.9001137453997
3.1,14.9,2.53,-439.5275633305128
8.4,14.9,2.25,-456.70493438471124
5.0,14.9,1.24,-374.8406719589919
7.9,14.9,1.24,-380.22170979936027
11.8,14.9,2.25,-488.358859010763
11.3,14.9,1.24,-387.25325444086866
5.6,15.0,2.72,-467.620971314917
6.0,14.9,2.53,-456.3053957025115
8.9,14.9,2.53,-480.14247854467465
8.5,15.0,2.72,-494.1585961942633
9.4,14.9,2.53,-484.9667683976027
12.3,14.9,2.53,-525.9416761947969
11.9,15.0,2.72,-546.7998124386309
4.6,15.0,2.25,-436.46223281615585
4.1,15.0,1.24,-375.7175689414629
7.0,15.0,1.24,-381.5924067855449
7.5,15.0,2.25,-453.9586484757013
10.9,15.0,2.25,-480.6350100236966
2.2,15.0,2.53,-437.60882064646745
10.4,15.0,1.24,-387.70813238764373
13.3,15.0,1.24,-394.86587005182037
4.7,15.1,2.72,-464.4379718207843
7.6,15.1,2.72,-487.96962263463615
13.8,15.0,2.25,-524.457126208315
5.1,15.0,2.53,-453.5117440746517
3.2,15.1,1.24,-377.160474171908
3.7,15.1,2.25,-434.5601506269867
6.1,15.1,1.24,-381.92418231120126
8.0,15.0,2.53,-475.6169932059639
11.4,15.0,2.53,-517.814553127664
9.0,15.1,1.24,-387.0545370194655
11.0,15.1,2.72,-534.0566322342086
4.2,15.1,2.53,-451.32451871475234
12.4,15.1,1.24,-394.3542243010736
13.9,15.1,2.72,-602.4184780324262
7.1,15.1,2.53,-471.4342459108682
6.6,15.1,2.25,-451.11829595363827
2.3,15.2,1.24,-378.4861689617966
3.8,15.2,2.72,-460.82416786554904
5.2,15.2,1.24,-382.6610170379017
8.1,15.2,1.24,-388.2997294709526
9.5,15.1,2.25,-472.74103178192615
11.5,15.2,1.24,-395.16710720035417
10.5,15.1,2.53,-507.1415405044255
13.4,15.1,2.53,-566.5592395178039
4.3,15.3,1.24,-383.5867651052503
10.0,15.1,2.25,-476.81235802715634
12.9,15.1,2.25,-508.9454103905783
2.8,15.2,2.25,-433.12112006011705
3.3,15.2,2.53,-449.01338522886397
6.2,15.2,2.53,-467.93428645362667
7.2,15.3,1.24,-389.2974343790231
6.7,15.2,2.72,-483.06921860961484
9.6,15.2,2.72,-515.6000982744868
13.0,15.2,2.72,-578.3618523204459
10.1,15.3,1.24,-394.083328130335
9.1,15.2,2.53,-493.3203651107556
10.6,15.3,1.24,-396.12377727773435
13.5,15.3,1.24,-402.49998905470386
5.7,15.2,2.25,-448.9523075363305
2.9,15.3,2.72,-458.6013054822088
3.4,15.4,1.24,-384.8227108433906
8.6,15.2,2.25,-467.77007228331297
6.3,15.4,1.24,-389.7813523793136
9.2,15.4,1.24,-394.8806776044436
5.8,15.3,2.72,-477.41954986013064
12.5,15.2,2.53,-544.1430659070296
12.0,15.2,2.25,-502.9559769732888
8.7,15.3,2.72,-508.0609274229688
12.1,15.3,2.72,-570.064408850121
4.8,15.3,2.25,-446.0128785753873
7.7,15.3,2.25,-464.28675952423134
12.6,15.4,1.24,-401.8996260075625
2.0,15.4,2.72,-456.59359053763956
2.5,15.5,1.24,-386.12806086191546
5.4,15.5,1.24,-391.25295819757315
11.1,15.3,2.25,-494.14794456150884
2.4,15.3,2.53,-447.1612649672559
5.3,15.3,2.53,-463.5073118257552
8.3,15.5,1.24,-395.59451709555447
11.7,15.5,1.24,-402.79269890257393
4.9,15.4,2.72,-473.84145165814203
8.2,15.3,2.53,-488.150693589738
7.8,15.4,2.72,-500.98518699319675
10.7,15.4,2.72,-543.2587352783687
14.0,15.3,2.25,-541.9909265553906
3.9,15.4,2.25,-444.1747379429029
4.5,15.6,1.24,-391.9187688803315
11.6,15.3,2.53,-538.3662467278559
4.4,15.4,2.53,-460.84730995108976
7.3,15.4,2.53,-482.8539201745454
7.4,15.6,1.24,-396.6958481865395
10.2,15.4,2.53,-516.1262100528038
10.3,15.6,1.24,-402.43289938550134
6.8,15.4,2.25,-461.2480904369372
11.2,15.4,2.72,-551.5739474829992
4.0,15.5,2.72,-471.0983737220647
6.9,15.5,2.72,-495.2896167656602
13.6,15.4,2.53,-585.1500311005705
9.8,15.5,2.72,-533.8368099711513
13.7,15.6,1.24,-410.1469536721959
9.7,15.4,2.25,-484.52577653658784
13.2,15.5,2.72,-600.0723871864718
3.6,15.7,1.24,-392.4377173887723
13.1,15.4,2.25,-537.6095819228103
3.0,15.5,2.25,-442.7915905985888
6.5,15.7,1.24,-398.11386283887725
5.9,15.5,2.25,-458.6594814757692
3.5,15.5,2.53,-458.7644735271366
8.8,15.5,2.25,-478.89841548709876
9.4,15.7,1.24,-402.68281681378636
12.2,15.5,2.25,-517.2800613038241
12.8,15.7,1.24,-411.772860474373
2.1,15.6,2.25,-441.2096179070539
3.1,15.6,2.72,-468.4671646644037
2.7,15.8,1.24,-393.8132488819459
6.4,15.5,2.53,-478.8475719979522
5.6,15.8,1.24,-398.3225815014849
9.3,15.5,2.53,-507.17048183282697
12.7,15.5,2.53,-565.080422349986
8.5,15.8,1.24,-404.1495481885574
11.4,15.8,1.24,-410.37086405081334
5.0,15.6,2.25,-455.6851162745961
6.0,15.6,2.72,-490.3700508369403
7.9,15.6,2.25,-475.3101485432981
10.8,15.6,2.25,-502.63312675094363
11.3,15.6,2.25,-510.9260329208706
2.6,15.6,2.53,-456.53072729209225
4.1,15.7,2.25,-453.71517943744624
11.9,15.8,1.24,-411.0059036809888
5.5,15.6,2.53,-475.30686591714186
8.9,15.6,2.72,-522.291922444315
4.7,15.9,1.24,-399.692953420886
7.6,15.9,1.24,-404.5141404046443
12.3,15.6,2.72,-587.5655763002501
8.4,15.6,2.53,-500.8573424638639
2.2,15.7,2.72,-466.3218595334175
7.0,15.7,2.25,-471.71963025725273
11.8,15.6,2.53,-550.9290159938425
5.1,15.7,2.72,-486.11637397593626
10.5,15.9,1.24,-411.17345181263437
8.0,15.7,2.72,-514.7424101114727
13.9,15.9,1.24,-417.93867723349115
9.9,15.7,2.25,-497.2922117039334
4.6,15.7,2.53,-472.228213823989
10.9,15.7,2.72,-560.1629228130535
7.5,15.7,2.53,-494.96442411915507
3.8,16.0,1.24,-400.18565754199165
4.2,15.8,2.72,-481.7555947435931
6.7,16.0,1.24,-405.4156066609887
7.1,15.8,2.72,-508.7895622656903
13.3,15.7,2.25,-552.3065597789682
9.6,16.0,1.24,-410.5253259786264
10.0,15.8,2.72,-549.739564604651
10.4,15.7,2.53,-531.8153843921247
13.8,15.7,2.53,-602.5775076610696
3.2,15.8,2.25,-452.12382414724107
6.1,15.8,2.25,-468.90633472979937
13.4,15.8,2.72,-625.6600354291375
3.3,15.9,2.72,-478.43288033623594
6.2,15.9,2.72,-502.3573718184928
13.0,16.0,1.24,-419.5933921578682
3.7,15.8,2.53,-468.7222295523475
9.1,15.9,2.72,-537.580385463596
12.0,15.9,2.72,-596.007912717297
6.6,15.8,2.53,-490.24130564078575
9.5,15.8,2.53,-521.5690717545327
12.5,15.9,2.72,-604.8674055284239
12.9,15.8,2.53,-579.9282618572862
2.8,15.9,2.53,-466.40025053594775
9.0,15.8,2.25,-490.9848990528104
2.4,16.0,2.72,-476.0537845021628
12.4,15.8,2.25,-533.2184766190713
2.3,15.9,2.25,-450.5440317174167
2.9,16.1,1.24,-401.50244168649556
5.8,16.1,1.24,-406.35922920911503
5.3,16.0,2.72,-497.3414923209099
5.2,15.9,2.25,-465.5809780221591
8.2,16.0,2.72,-529.1040196275193
11.1,16.0,2.72,-577.8061665592114
4.4,16.1,2.72,-492.3819830677838
8.1,15.9,2.25,-486.8003486615969
11.0,15.9,2.25,-516.7303227930188
7.3,16.1,2.72,-522.2798396587729
8.7,16.1,1.24,-412.52411327613754
4.3,16.0,2.25,-463.3171310031385
10.2,16.1,2.72,-566.4462747906966
5.7,15.9,2.53,-486.29891220091883
13.6,16.1,2.72,-640.5059247283207
3.5,16.2,2.72,-489.0234803479166
7.2,16.0,2.25,-482.7006722916946
6.4,16.2,2.72,-515.6424559308323
9.3,16.2,2.72,-553.3591913582181
8.6,15.9,2.53,-514.4652735688996
11.6,16.1,1.24,-417.876062811084
2.0,16.2,1.24,-402.7424514052456
4.9,16.2,1.24,-407.8061163755617
11.5,15.9,2.53,-560.1173094342464
7.8,16.2,1.24,-412.318811326371
4.8,16.0,2.53,-481.50565592903206
7.7,16.0,2.53,-507.59102402775443
10.7,16.2,1.24,-418.79457380096994
4.0,16.3,1.24,-408.2855585772812
10.6,16.0,2.53,-547.8630357988917
12.2,16.2,2.72,-612.8013611858647
10.1,16.0,2.25,-510.82101026918605
14.0,16.0,2.53,-618.8313634668787
6.9,16.3,1.24,-413.23642275051293
13.5,16.0,2.25,-569.1266088063015
9.8,16.3,1.24,-418.38839408229967
3.9,16.1,2.53,-478.7362041350837
3.4,16.1,2.25,-461.52895964210774
6.3,16.1,2.25,-479.42023167107413
6.8,16.1,2.53,-502.18874026935396
9.7,16.1,2.53,-539.0636203060579
9.2,16.1,2.25,-503.4786192185578
12.7,16.3,1.24,-426.894748474631
12.6,16.1,2.53,-592.0804551895455
3.1,16.4,1.24,-409.09399786171247
2.6,16.3,2.72,-485.9121921931199
12.1,16.1,2.25,-542.574535583833
13.1,16.1,2.53,-600.6584115185922
5.5,16.3,2.72,-509.06929966826044
2.5,16.2,2.25,-459.8101077620323
6.0,16.4,1.24,-414.16326605406886
5.4,16.2,2.25,-476.53031421964977
3.0,16.2,2.53,-476.3319691649277
5.9,16.2,2.53,-497.58970642775955
8.9,16.4,1.24,-419.2006688546838
8.3,16.2,2.25,-498.82001508464896
11.8,16.4,1.24,-426.2306842634946
2.2,16.5,1.24,-410.45121811922814
8.4,16.3,2.72,-543.8728759942178
5.1,16.5,1.24,-415.4628488697006
11.2,16.2,2.25,-538.1621502102523
8.8,16.2,2.53,-528.2348180838497
8.0,16.5,1.24,-419.9618910391912
11.7,16.2,2.53,-580.4592141222223
11.3,16.3,2.72,-594.6061318643777
4.5,16.3,2.25,-472.9289608821533
7.4,16.3,2.25,-494.4722343231848
10.9,16.5,1.24,-427.0479498585789
13.8,16.5,1.24,-433.10317261983266
2.1,16.3,2.53,-474.23741948772863
4.6,16.4,2.72,-504.1832488374363
10.3,16.3,2.25,-525.0005866431633
13.2,16.3,2.25,-579.5900313406745
4.2,16.6,1.24,-416.407155608754
7.1,16.6,1.24,-421.0521975297295
13.7,16.3,2.25,-585.5592159888666
10.0,16.6,1.24,-427.5339114013639
7.5,16.4,2.72,-535.1084361538377
12.9,16.6,1.24,-434.84689913719814
10.4,16.4,2.72,-582.79316986414
5.0,16.3,2.53,-493.5042382584268
3.6,16.4,2.25,-471.9770553684286
7.9,16.3,2.53,-521.2522588385469
10.8,16.3,2.53,-563.4700419141856
3.3,16.7,1.24,-417.26734392733977
6.2,16.7,1.24,-422.0013344676571
13.3,16.4,2.72,-647.0044102350196
3.7,16.5,2.72,-499.25259325915033
4.1,16.4,2.53,-489.1845249113429
6.6,16.5,2.72,-528.4084794008983
6.5,16.4,2.25,-490.00966009269354
9.5,16.5,2.72,-569.8871387402639
9.4,16.4,2.25,-518.7631005622601
7.0,16.4,2.53,-515.5582800229845
9.9,16.4,2.53,-553.796137574247
12.8,16.4,2.53,-607.8833635388344
12.3,16.4,2.25,-557.8863959418845
3.2,16.5,2.53,-486.22170495521186
6.1,16.5,2.53,-509.95315354364834
12.4,16.5,2.72,-628.086017536693
9.0,16.5,2.53,-542.8140259557681
2.3,16.6,2.72,-492.9074404278179
2.8,16.6,2.72,-496.2862233125174
2.7,16.5,2.25,-469.11132601541294
9.1,16.7,1.24,-428.3606642877995
12.0,16.7,1.24,-433.52689248916494
5.6,16.5,2.25,-486.68107623248
8.5,16.5,2.25,-511.09579210788684
5.3,16.8,1.24,-424.17284594204114
5.7,16.6,2.72,-521.0720511526088
8.6,16.6,2.72,-561.1610869758684
11.9,16.5,2.53,-597.1759293511807
11.5,16.6,2.72,-610.6981490304507
8.2,16.8,1.24,-427.8713563373848
4.8,16.7,2.72,-515.4998822074944
11.1,16.8,1.24,-434.778838804717
5.2,16.6,2.53,-504.53312568524353
14.0,16.8,1.24,-441.1874028226336
7.7,16.7,2.72,-550.1281844068876
8.1,16.6,2.53,-534.9357973971474
11.0,16.6,2.53,-579.9006927997908
4.4,16.9,1.24,-424.4860990304874
10.6,16.7,2.72,-598.4608229103353
7.3,16.9,1.24,-428.91706786062866
13.5,16.7,2.72,-660.1343244734715
13.9,16.6,2.53,-640.9321542734519
10.2,16.9,1.24,-435.75795751825694
11.4,16.5,2.25,-549.1588847901033
13.1,16.9,1.24,-442.86483109956555
3.0,17.0,1.24,-423.81640026220066
3.9,16.8,2.72,-510.01865319764056
4.7,16.6,2.25,-483.998690656052
4.3,16.7,2.53,-500.48942316661925
7.2,16.7,2.53,-528.3070830219997
7.6,16.6,2.25,-506.1936170897591
10.5,16.6,2.25,-539.576963701268
10.1,16.7,2.53,-569.4679138313245
13.4,16.6,2.25,-594.9309711303607
6.4,17.0,1.24,-429.8922418960023
9.3,17.0,1.24,-435.0190912052995
13.0,16.7,2.53,-623.9548947670417
12.2,17.0,1.24,-442.452053966518
3.8,16.7,2.25,-480.38174540943135
2.9,16.8,2.53,-493.2159795382633
6.7,16.7,2.25,-501.1645191347442
3.4,16.8,2.53,-496.38414180124585
6.3,16.8,2.53,-522.0152800486127
9.2,16.8,2.53,-557.6058368475738
12.1,16.8,2.53,-612.8237942078808
9.6,16.7,2.25,-532.4194381981409
2.0,16.9,2.53,-490.88725313969917
2.1,17.1,1.24,-425.3002536271947
5.4,16.9,2.53,-515.9860615374733
12.5,16.7,2.25,-577.4013258096618
2.4,16.8,2.25,-476.05364036870145
5.8,16.8,2.25,-497.4117848475331
8.7,16.8,2.25,-523.9159460763102
5.5,17.1,1.24,-430.78456451140016
8.3,16.9,2.53,-548.7120225843311
6.8,16.8,2.72,-541.7744033840486
11.6,16.8,2.25,-568.9335450385606
11.2,16.9,2.53,-596.1415911422632
4.5,17.0,2.53,-511.28153754666516
8.4,17.1,1.24,-435.80383582571744
4.9,16.9,2.25,-493.0739561090402
11.3,17.1,1.24,-443.14945923870516
7.8,16.9,2.25,-518.3126116198487
9.7,16.8,2.72,-586.8257364470833
4.1,17.2,1.24,-430.61853756958834
7.4,17.0,2.53,-540.8581879695096
12.6,16.8,2.72,-642.6689366090092
2.5,16.9,2.72,-502.8712601305906
5.9,16.9,2.72,-533.5737379329078
8.8,16.9,2.72,-573.4803893341905
4.6,17.2,1.24,-432.01947093182565
10.3,17.0,2.53,-585.3197425007999
11.7,16.9,2.72,-632.1111617362918
7.5,17.2,1.24,-437.6528753747366
13.2,17.0,2.53,-645.7734578693861
5.0,17.0,2.72,-527.3428822182938
3.1,17.1,2.53,-503.21014900728983
10.4,17.2,1.24,-442.59895245988497
7.9,17.0,2.72,-564.603393935789
10.7,16.9,2.25,-554.1315365256681
6.5,17.1,2.53,-534.4299616822909
9.4,17.1,2.53,-571.9717101015123
12.3,17.1,2.53,-627.4404874741963
2.2,17.2,2.53,-500.6772260352741
13.6,16.9,2.25,-609.9018059611302
13.3,17.2,1.24,-450.9170543391278
10.8,17.0,2.72,-614.491759375955
3.2,17.3,1.24,-431.7164612735311
3.5,17.0,2.25,-487.63511760023897
13.7,17.0,2.72,-672.0040272641427
5.6,17.2,2.53,-527.5426998121757
4.0,17.0,2.25,-491.0340506766445
6.6,17.3,1.24,-437.7314198050006
8.5,17.2,2.53,-565.3872135651093
11.4,17.2,2.53,-617.0243021221485
6.9,17.0,2.25,-512.7624021901504
3.6,17.1,2.72,-516.975806405267
9.8,17.0,2.25,-546.4776335348055
4.2,17.3,2.53,-517.2429947558957
7.0,17.1,2.72,-555.4519475978519
9.9,17.1,2.72,-602.5658618984874
9.5,17.3,1.24,-444.3086555390708
12.7,17.0,2.25,-593.1689190270636
7.6,17.3,2.53,-554.8202673191084
10.5,17.3,2.53,-600.308649718063
12.8,17.1,2.72,-656.4590666127986
2.7,17.2,2.72,-513.2843388881975
12.4,17.3,1.24,-450.6052625909204
2.6,17.1,2.25,-485.5029175451838
6.1,17.2,2.72,-546.3781642752464
13.4,17.3,2.53,-658.4133889246345
9.0,17.2,2.72,-591.5709423087642
6.0,17.1,2.25,-508.3746367113444
11.9,17.2,2.72,-645.9440633602848
4.7,17.3,2.72,-534.2895521995857
5.2,17.3,2.72,-539.4965540505391
3.3,17.4,2.53,-513.2990707616303
8.9,17.1,2.25,-537.3123568395649
11.8,17.1,2.25,-580.4579516451819
2.3,17.4,1.24,-432.96924279856154
8.1,17.3,2.72,-581.3090854138292
11.0,17.3,2.72,-629.4012829214937
6.7,17.4,2.53,-546.9903984554228
5.7,17.4,1.24,-439.93154817783807
5.1,17.2,2.25,-504.7839330479472
9.6,17.4,2.53,-589.499753173975
13.9,17.3,2.72,-683.3586155851123
8.0,17.2,2.25,-530.5926923605475
10.9,17.2,2.25,-568.7417412172513
12.5,17.4,2.53,-641.7591352610355
8.6,17.4,1.24,-443.79781986016906
11.5,17.4,1.24,-449.9984173428764
3.8,17.4,2.72,-527.573229872012
13.8,17.2,2.25,-624.0200247739558
3.7,17.3,2.25,-498.4555692806658
7.1,17.3,2.25,-524.9242223986765
4.3,17.5,1.24,-438.98690587673036
7.2,17.4,2.72,-568.7554127005741
2.4,17.5,2.53,-510.4097812352564
10.1,17.4,2.72,-620.7201323317911
5.3,17.5,2.53,-534.5824708916446
5.8,17.5,2.53,-539.6906723142764
13.0,17.4,2.72,-668.666250768188
2.9,17.5,2.72,-523.3412813091566
10.0,17.3,2.25,-560.1186590967977
6.3,17.5,2.72,-559.7342224733596
7.7,17.5,1.24,-444.5177633971884
12.9,17.3,2.25,-608.067052287071
2.8,17.4,2.25,-495.28522184904705
8.7,17.5,2.53,-579.1418332735252
6.2,17.4,2.25,-520.5125507142823
11.6,17.5,2.53,-631.268074492232
9.1,17.4,2.25,-550.6879884021363
12.0,17.4,2.25,-598.3139798771906
9.2,17.5,2.72,-605.8764472082917
12.1,17.5,2.72,-658.7109057376409
4.4,17.6,2.53,-529.1502127858784
7.8,17.6,2.53,-568.4370758195575
4.8,17.5,2.25,-511.73432247948045
10.7,17.6,2.53,-614.8210428502007
2.0,17.6,2.72,-520.2754993607349
4.9,17.6,2.72,-546.1439536610197
8.3,17.6,2.72,-595.0052855638837
11.2,17.6,2.72,-645.4755625398636
4.0,17.7,2.72,-540.0522201075624
10.6,17.5,1.24,-451.6415929298637
8.2,17.5,2.25,-543.4428599270582
13.5,17.5,1.24,-459.12998750077304
3.4,17.6,1.24,-440.1144152330038
13.6,17.6,2.53,-669.7868461628328
11.1,17.5,2.25,-583.8182846028126
3.5,17.7,2.53,-523.8168147623804
6.9,17.7,2.53,-560.0860076802595
9.8,17.7,2.53,-603.9981891764995
6.8,17.6,1.24,-447.15954593287955
9.7,17.6,1.24,-451.7015069202378
7.4,17.7,2.72,-582.7545500503948
10.3,17.7,2.72,-631.58854423016
14.0,17.5,2.25,-637.6383386321022
12.6,17.6,1.24,-462.84154040208324
12.7,17.7,2.53,-654.5907518117019
2.5,17.7,1.24,-441.3968797693002
3.9,17.6,2.25,-508.4258650369809
2.6,17.8,2.53,-520.2073720137513
13.2,17.7,2.72,-680.3560324061903
5.5,17.8,2.53,-546.475430223519
3.1,17.8,2.72,-533.7498009795847
7.3,17.6,2.25,-536.9443041344533
8.9,17.8,2.53,-591.1948673267534
6.0,17.8,2.72,-566.0868621691933
11.8,17.8,2.53,-645.0100713128252
5.4,17.7,1.24,-446.9199106568027
10.2,17.6,2.25,-574.5759249029529
8.8,17.7,1.24,-451.8839355514865
11.7,17.7,1.24,-458.925395332407
13.1,17.6,2.25,-630.2359093585249
9.4,17.8,2.72,-620.4143541903453
4.5,17.8,1.24,-446.62587661194965
4.6,17.9,2.53,-540.5083806926085
12.3,17.8,2.72,-670.8828362141262
2.2,17.9,2.72,-530.3441419234784
8.0,17.9,2.53,-581.3485357697682
3.0,17.7,2.25,-504.9838106572987
10.9,17.9,2.53,-629.0873594307709
5.9,17.7,2.25,-527.435262711635
6.4,17.7,2.25,-532.0294373852884
9.3,17.7,2.25,-566.1071897220137
13.8,17.9,2.53,-680.8226235484516
5.1,17.9,2.72,-558.3908507559181
7.9,17.8,1.24,-454.0044576453222
12.2,17.7,2.25,-612.9131952590112
8.5,17.9,2.72,-609.371893101264
10.8,17.8,1.24,-459.7847852698768
11.4,17.9,2.72,-656.122311138985
13.7,17.8,1.24,-467.8601813182098
4.2,18.0,2.72,-551.7736415835911
3.7,18.0,2.53,-535.5133719784282
6.6,18.0,2.53,-566.6056551572358
7.1,18.0,2.72,-589.3656389824516
10.0,18.0,2.53,-619.4486273547191
3.6,17.9,1.24,-448.25555033138164
2.1,17.8,2.25,-502.7715589053727
6.5,17.9,1.24,-452.91748971779725
5.0,17.8,2.25,-522.4761496088092
7.0,17.9,1.24,-453.8068428528918
12.9,18.0,2.53,-666.806038660822
8.4,17.8,2.25,-556.385882278236
2.8,18.1,2.53,-530.6020645910982
11.3,17.8,2.25,-603.9514660719124
7.6,18.0,2.72,-597.0276583117248
5.7,18.1,2.53,-558.6518175133322
9.1,18.1,2.53,-607.4826160184946
4.1,17.9,2.25,-518.6132817635942
12.0,18.1,2.53,-656.9260862067931
10.5,18.0,2.72,-646.6554769833059
13.4,18.0,2.72,-696.1537320080915
4.8,18.2,2.53,-552.1189554015597
7.7,18.2,2.53,-588.7435507188479
3.3,18.1,2.72,-544.6213812612662
